,quote,fake
10423,"he holds the record for ""most appearances on 'meet the press'.""",1
10425,"in the ""do-nothing senate,"" there are 352 house bills ""sitting on harry reid’s desk awaiting action,"" including 55 introduced by democrats.",1
10426,"president barack obama’s latest executive order ""mandates the apprehension and detention of americans who merely show signs of ‘respiratory illness.’ """,0
10427,"san antonio is ""now the largest city in the united states ever to have an african american woman mayor.""",0
10428,iowa gov terry branstad chartered a plane to remove 124 young illegal immigrants from his state and take them back to honduras.,1
10429,"heroin and prescription opioids are ""the number one cause of accidental or preventable death in wisconsin.""",1
10430,"each georgia taxpayer would have to send $5,000 to the treasury to cover the state’s debt.",1
10431,"""every 28 hours"" an unarmed black person is shot by a cop.",1
10432,"""i was able to go and buy an automatic weapon … most people can go out and buy an automatic weapon.""",1
10433,"thom tillis ""gives tax breaks to yacht and jet owners.""",1
10434,"president barack obama released a statement on the ""death of brother robin williams before ... a statement on brother michael brown.""",0
10435,"police in the united states are allowed to use tear gas even though it ""has been classified as a chemical weapon and banned in international conflict since 1993.""",0
10436,"""over the last 40 years, real wage growth has been flatlined because of the policies of the federal reserve ... it was all driven by the federal reserve.""",1
10439,"points of light is  ""the world’s largest volunteer organization.""",1
10440,"""in the last three years alone, 13 times, the supreme court, unanimously, 9-0, including all of the president's liberal picks, have struck down the president's executive orders.""",1
10441,"the u.s. patent and trademark office ""received zero complaints"" about the washington redskins name.",1
10442,"""we in this state saw more job creation in the last three years since i've been governor than you saw in the whole eight years of doyle’s time as governor.""",0
10443,"cranston's 2014-2015 ""budget funds 100 percent of the local police and fire pension and other retiree benefit costs.""",0
10445,"""thanks to #obamacare, average e.r. wait in california is 5 hours.""",1
10447,"hillary clinton's health care plan from the 1990s ""had a broader provision in favor of corporate right to back out"" of providing contraceptive coverage than the one created by the hobby lobby supreme court decision.",1
10451,"""justin amash is rated michigan’s no. 1 conservative"" by national right to life.",1
10452,"children are coming into the u.s. in ""staggering numbers"" because  president barack obama ""has been promising amnesty.""",1
10454,"greg abbott ""has lost"" in court ""four times in just the past few days.""",0
10455,the wisconsin unemployment rate was higher than the u.s. rate during only three months when mary burke was state commerce secretary.,1
10456,"""there are already more american jobs in the solar industry than in coal mining.""",0
10458,"""a salesclerk at hobby lobby who needs contraception … is not going to get that service through her employer’s health care plan because her employer doesn’t think she should be using contraception.""",1
10460,"dan patrick was the only state senator ""who voted against the veteran entrepreneurship program, a program that assists veterans in successfully starting up their own businesses.""",0
10461,"""as alaska’s attorney general, (u.s. senate candidate dan) sullivan successfully fought to protect our second amendment rights and passed ‘stand your ground.’ """,1
10463,he lived in a colonia while working as a farm worker.,1
10464,"""women of childbearing age spend 68 percent more in out-of-pocket health care costs than men.""",0
10465,"""he’s been in office nearly four years now, but 40% of wisconsinites don't know who (u.s. sen.) ron johnson is.""",1
10466,"""gov deal has the worst record on education in the history of this state.""",1
10467,"""hobby lobby provided this (birth control) coverage before they decided to drop it to file suit.""",0
10469,"u.s. senate candidate jack kingston ""requested more earmarks than any other ga congressman and all ga gop members combined.""",0
10470,"""nearly 60 percent of women who use birth control do so for more than just family planning.""",0
10471,"""the platform of the republican party says deport everybody and to hell with it.""",1
10472,"""obama regime planned the influx of illegal alien children at the border.""",1
10474,"""there has never been an alderman who has defeated an incumbent mayor in the history of this great city.""",0
10476,"women ""own just 1 percent of the world’s land.""",1
10477,"the consumer financial protection bureau ""passed a rule giving the agency unprecedented power to shut down businesses, no matter what the reason, at any time it wishes.""",1
10478,"u.s. senate candidate joni ernst signed a pledge that ""protects tax breaks for companies that ship jobs overseas.""",0
10480,on a balanced budget amendment.,1
10481,u.s. senate candidate david perdue’s company took $3 million from the federal stimulus program that president barack obama created.,1
10483,"""i had the lowest net worth of any american president in the 20th century when i took office.""",1
10486,"""it's been 17 years that we've had unemployment higher than the national average in oregon.""",0
